482	0.0662	0.19	0.673
483	0.0591	0.195	0.634
484	0.0523	0.201	0.597
485	0.046	0.206	0.562
486	0.0401	0.212	0.527
487	0.0345	0.218	0.495
488	0.0295	0.224	0.464
489	0.0249	0.231	0.436
490	0.0208	0.238	0.41
491	0.0172	0.246	0.386
492	0.0141	0.255	0.365
493	0.0113	0.264	0.345
494	0.00902	0.274	0.327
495	0.0071	0.285	0.311
496	0.00557	0.296	0.295
497	0.00439	0.309	0.28
498	0.00352	0.321	0.265
499	0.00289	0.334	0.251
500	0.00246	0.348	0.238
501	0.00221	0.363	0.224
502	0.00215	0.378	0.211
503	0.00234	0.394	0.198
504	0.00282	0.411	0.185
505	0.00365	0.428	0.172
506	0.00489	0.445	0.16
507	0.00663	0.464	0.148
508	0.00894	0.482	0.137
509	0.0119	0.501	0.127
510	0.0156	0.52	0.118
511	0.02	0.54	0.109
512	0.025	0.56	0.102
513	0.0307	0.58	0.0953
514	0.0367	0.6	0.0889
515	0.0432	0.621	0.0828
516	0.0498	0.641	0.077
517	0.0567	0.661	0.0714
518	0.0639	0.681	0.0662
519	0.0715	0.7	0.0612
520	0.0796	0.718	0.0565
521	0.0882	0.735	0.0522
522	0.0973	0.751	0.0481
523	0.107	0.766	0.0443
524	0.117	0.781	0.0408
525	0.127	0.795	0.0375
526	0.137	0.808	0.0345
527	0.148	0.821	0.0316
528	0.159	0.834	0.029
529	0.171	0.846	0.0266
530	0.182	0.858	0.0244
531	0.193	0.868	0.0223
532	0.205	0.878	0.0205
533	0.216	0.888	0.0187
534	0.228	0.898	0.0171
535	0.241	0.907	0.0157
536	0.254	0.917	0.0143
537	0.267	0.927	0.013
538	0.281	0.937	0.0119
539	0.295	0.946	0.0108
540	0.31	0.954	0.00985
541	0.324	0.962	0.00896
542	0.338	0.968	0.00815
543	0.353	0.974	0.00742
544	0.367	0.978	0.00674
545	0.38	0.981	0.00613
546	0.394	0.984	0.00557
547	0.408	0.985	0.00506
548	0.421	0.986	0.0046
549	0.435	0.988	0.00418
550	0.449	0.989	0.00379
551	0.464	0.991	0.00344
552	0.479	0.993	0.00312
553	0.495	0.996	0.00283
554	0.511	0.998	0.00257
555	0.528	0.999	0.00233
556	0.545	1	0.00211
557	0.562	1	0.00192
558	0.579	0.999	0.00174
559	0.596	0.998	0.00158
560	0.613	0.997	0.00143
561	0.631	0.996	0.0013
562	0.648	0.995	0.00118
563	0.665	0.994	0.00107
564	0.683	0.992	0.000972
565	0.702	0.99	0.000882
566	0.72	0.988	0.000801
567	0.739	0.985	0.000727
568	0.759	0.982	0.000661
569	0.778	0.978	0.0006
570	0.797	0.973	0.000545
571	0.815	0.968	0.000495
572	0.834	0.963	0.00045
573	0.852	0.957	0.000409
574	0.869	0.95	0.000372
575	0.885	0.942	0.000339
576	0.901	0.934	0.000308
577	0.917	0.924	0.00028
578	0.932	0.915	0.000255
579	0.947	0.905	0.000232
580	0.964	0.896	0.000212
581	0.981	0.888	0.000193
582	0.999	0.881	0.000176
583	1.02	0.874	0.00016
584	1.03	0.866	0.000146
585	1.05	0.859	0.000134
586	1.07	0.85	0.000122
587	1.08	0.842	0.000111
588	1.09	0.832	0.000102
589	1.1	0.822	9.29E-05
590	1.11	0.812	8.49E-05
591	1.12	0.801	7.77E-05
592	1.13	0.79	7.11E-05
593	1.13	0.778	6.51E-05
594	1.14	0.766	5.96E-05
595	1.14	0.754	5.46E-05
596	1.15	0.742	5.01E-05
597	1.15	0.73	4.59E-05
598	1.15	0.717	4.21E-05
599	1.15	0.705	3.87E-05
600	1.15	0.692	3.55E-05
601	1.15	0.679	3.26E-05
602	1.15	0.666	3.00E-05
603	1.14	0.653	2.76E-05
604	1.14	0.64	2.54E-05
605	1.13	0.627	2.33E-05
606	1.13	0.614	2.15E-05
607	1.12	0.6	1.98E-05
608	1.11	0.586	1.83E-05
609	1.1	0.572	1.68E-05
610	1.08	0.558	1.55E-05
611	1.07	0.545	1.44E-05
612	1.06	0.531	1.33E-05
613	1.04	0.517	1.23E-05
614	1.02	0.503	1.13E-05
615	1.01	0.49	1.05E-05
616	0.99	0.476	0
617	0.971	0.462	0
618	0.952	0.449	0
619	0.933	0.436	0
620	0.914	0.423	0
621	0.895	0.41	0
622	0.876	0.398	0
623	0.856	0.386	0
624	0.835	0.373	0
625	0.814	0.361	0
626	0.79	0.348	0
627	0.766	0.336	0
628	0.742	0.323	0
629	0.717	0.31	0
630	0.692	0.298	0
631	0.668	0.286	0
632	0.644	0.274	0
633	0.621	0.263	0
634	0.598	0.252	0
635	0.576	0.242	0
636	0.554	0.231	0
637	0.533	0.222	0
638	0.512	0.212	0
639	0.492	0.203	0
640	0.473	0.194	0
641	0.455	0.186	0
642	0.437	0.178	0
643	0.419	0.17	0
644	0.402	0.162	0
645	0.384	0.155	0
646	0.367	0.147	0
647	0.35	0.14	0
648	0.333	0.133	0
649	0.316	0.126	0
650	0.3	0.119	0
651	0.284	0.113	0
652	0.269	0.107	0
653	0.255	0.101	0
654	0.241	0.0952	0
655	0.228	0.0898	0
656	0.215	0.0847	0
657	0.203	0.0798	0
658	0.192	0.0752	0
659	0.181	0.0709	0
660	0.171	0.0667	0
661	0.161	0.0628	0
662	0.152	0.059	0
663	0.143	0.0555	0
664	0.134	0.0522	0
665	0.126	0.049	0
666	0.119	0.046	0
667	0.112	0.0432	0
668	0.105	0.0405	0
669	0.0983	0.038	0
670	0.0922	0.0356	0
671	0.0865	0.0333	0
672	0.081	0.0312	0
673	0.0759	0.0292	0
674	0.071	0.0273	0
675	0.0664	0.0255	0
676	0.0621	0.0239	0
677	0.058	0.0223	0
678	0.0541	0.0208	0
679	0.0505	0.0194	0
680	0.0471	0.0181	0
681	0.0439	0.0168	0
682	0.0409	0.0157	0
683	0.0381	0.0146	0
684	0.0354	0.0136	0
685	0.0329	0.0126	0
686	0.0306	0.0117	0
687	0.0283	0.0109	0
688	0.0263	0.0101	0
689	0.0244	0.00933	0
690	0.0226	0.00866	0
691	0.021	0.00805	0
692	0.0195	0.00748	0
693	0.0182	0.00696	0
694	0.0169	0.00648	0
695	0.0158	0.00603	0
696	0.0147	0.00561	0
697	0.0136	0.00522	0
698	0.0127	0.00485	0
699	0.0118	0.00451	0
700	0.011	0.0042	0
701	0.0102	0.0039	0
702	0.00948	0.00363	0
703	0.00882	0.00337	0
704	0.00819	0.00313	0
705	0.00761	0.00291	0
706	0.00706	0.0027	0
707	0.00655	0.00251	0
708	0.00607	0.00232	0
709	0.00563	0.00215	0
710	0.00521	0.002	0
711	0.00483	0.00185	0
712	0.00448	0.00171	0
713	0.00415	0.00159	0
714	0.00385	0.00147	0
715	0.00357	0.00137	0
716	0.00331	0.00127	0
717	0.00308	0.00118	0
718	0.00286	0.00109	0
719	0.00265	0.00102	0
720	0.00246	0.000945	0
721	0.00229	0.000878	0
722	0.00213	0.000815	0
723	0.00197	0.000757	0
724	0.00183	0.000703	0
725	0.0017	0.000654	0
726	0.00158	0.000608	0
727	0.00147	0.000565	0
728	0.00137	0.000526	0
729	0.00127	0.00049	0
730	0.00119	0.000456	0
731	0.0011	0.000424	0
732	0.00103	0.000395	0
733	0.000956	0.000367	0
734	0.000889	0.000342	0
735	0.000827	0.000318	0
736	0.000769	0.000296	0
737	0.000715	0.000275	0
738	0.000665	0.000256	0
739	0.000619	0.000238	0
740	0.000576	0.000222	0
741	0.000537	0.000207	0
742	0.0005	0.000193	0
743	0.000467	0.00018	0
744	0.000435	0.000168	0
745	0.000406	0.000157	0
746	0.000378	0.000146	0
747	0.000353	0.000136	0
748	0.000329	0.000127	0
749	0.000306	0.000118	0
750	0.000286	0.00011	0
751	0.000266	0.000103	0
752	0.000249	9.61E-05	0
753	0.000232	8.97E-05	0
754	0.000217	8.38E-05	0
755	0.000202	7.83E-05	0
756	0.000189	7.31E-05	0
757	0.000176	6.83E-05	0
758	0.000165	6.39E-05	0
759	0.000154	5.97E-05	0
760	0.000144	5.58E-05	0
761	0.000134	5.21E-05	0
762	0.000126	4.87E-05	0
763	0.000117	4.55E-05	0
764	0.00011	4.26E-05	0
765	0.000102	3.98E-05	0
766	9.58E-05	3.73E-05	0
767	8.97E-05	3.49E-05	0
768	8.39E-05	3.26E-05	0
769	7.85E-05	3.06E-05	0
770	7.35E-05	2.86E-05	0
771	6.87E-05	2.68E-05	0
772	6.43E-05	2.50E-05	0
773	6.01E-05	2.34E-05	0
774	5.62E-05	2.19E-05	0
775	5.26E-05	2.05E-05	0
776	4.93E-05	1.92E-05	0
777	4.62E-05	1.80E-05	0
778	4.33E-05	1.69E-05	0
779	4.06E-05	1.59E-05	0
780	3.81E-05	1.49E-05	0
