444	0.32127	0.041518	1.5837
445	0.317	0.0424	1.57
446	0.31239	0.043273	1.5543
447	0.30695	0.044128	1.5348
448	0.301	0.044986	1.5132
449	0.29491	0.045869	1.4911
450	0.289	0.0468	1.47
451	0.28323	0.047764	1.4496
452	0.27737	0.048749	1.4289
453	0.2715	0.049782	1.4084
454	0.26568	0.050891	1.3886
455	0.26	0.0521	1.37
456	0.25441	0.05342	1.3523
457	0.24885	0.054854	1.3349
458	0.2434	0.056417	1.3185
459	0.23809	0.058127	1.3034
460	0.233	0.06	1.29
461	0.22832	0.062114	1.2792
462	0.22399	0.064506	1.2705
463	0.21971	0.067131	1.2621
464	0.21515	0.069944	1.2525
465	0.21	0.0729	1.24
466	0.20403	0.076075	1.2219
467	0.19735	0.079534	1.1979
468	0.19015	0.083215	1.1699
469	0.18264	0.087058	1.14
470	0.175	0.091	1.11
471	0.16707	0.095067	1.0794
472	0.15871	0.099316	1.0467
473	0.1501	0.10373	1.0125
474	0.14146	0.1083	0.97738
475	0.133	0.113	0.942
476	0.12462	0.11785	0.90574
477	0.11617	0.12287	0.86816
478	0.10781	0.12806	0.8301
479	0.099677	0.13344	0.79243
480	0.0919	0.139	0.756
481	0.084377	0.14475	0.72048
482	0.076996	0.15071	0.68526
483	0.069885	0.15689	0.65081
484	0.063177	0.16331	0.61757
485	0.057	0.17	0.586
486	0.051267	0.17694	0.55582
487	0.045829	0.18415	0.52659
488	0.040728	0.19168	0.49857
489	0.036005	0.19961	0.47196
490	0.0317	0.208	0.447
491	0.027707	0.21692	0.42343
492	0.023934	0.22639	0.40093
493	0.020448	0.23641	0.37961
494	0.017315	0.24695	0.35959
495	0.0146	0.258	0.341
496	0.012125	0.26967	0.32369
497	0.0097653	0.28206	0.3074
498	0.0076683	0.2951	0.29207
499	0.0059808	0.30877	0.27762
500	0.00485	0.323	0.264
501	0.0040726	0.33795	0.25125
502	0.0033809	0.35373	0.23932
503	0.0028249	0.37024	0.22796
504	0.0024546	0.38736	0.21693
505	0.00232	0.405	0.206
506	0.002714	0.42338	0.19512
507	0.0037809	0.44262	0.18443
508	0.0053478	0.46248	0.17399
509	0.0072418	0.48269	0.16383
510	0.00929	0.503	0.154
511	0.011884	0.52359	0.14435
512	0.015391	0.54462	0.13483
513	0.019602	0.56587	0.12563
514	0.024308	0.58708	0.11696
515	0.0293	0.608	0.109
516	0.034855	0.62889	0.10161
517	0.041265	0.6499	0.094574
518	0.048347	0.67068	0.087993
519	0.05592	0.69083	0.081969
520	0.0638	0.71	0.0766
521	0.072172	0.72831	0.071823
522	0.081237	0.74608	0.067461
523	0.090836	0.76319	0.063448
524	0.10081	0.77954	0.059716
525	0.111	0.795	0.0562
526	0.12151	0.80967	0.052889
527	0.13248	0.82369	0.049793
528	0.1438	0.83709	0.046871
529	0.15534	0.84985	0.044087
530	0.167	0.862	0.0414
531	0.1788	0.87365	0.038793
532	0.19084	0.88486	0.03628
533	0.20307	0.89555	0.03387
534	0.21547	0.90563	0.031573
535	0.228	0.915	0.0294
536	0.24067	0.92381	0.027323
537	0.25352	0.9322	0.025324
538	0.26652	0.94009	0.023423
539	0.27969	0.94739	0.021642
540	0.293	0.954	0.02
541	0.30646	0.96009	0.018475
542	0.32007	0.96582	0.017033
543	0.33385	0.9711	0.015685
544	0.34783	0.97586	0.014437
545	0.362	0.98	0.0133
546	0.37639	0.98376	0.012252
547	0.391	0.9873	0.011272
548	0.4058	0.99047	0.010364
549	0.42081	0.99309	0.0095315
550	0.436	0.995	0.00878
551	0.45142	0.99648	0.0080937
552	0.46709	0.99784	0.0074558
553	0.48294	0.99896	0.006869
554	0.49893	0.99972	0.0063362
555	0.515	1	0.00586
556	0.53117	0.99972	0.0054302
557	0.54749	0.99897	0.0050346
558	0.56391	0.99786	0.0046729
559	0.58042	0.9965	0.0043448
560	0.597	0.995	0.00405
561	0.61369	0.993	0.0037805
562	0.6305	0.9902	0.0035303
563	0.64738	0.98679	0.0033019
564	0.66423	0.98299	0.0030976
565	0.681	0.979	0.00292
566	0.69771	0.97461	0.0027622
567	0.71442	0.96956	0.0026171
568	0.73107	0.96402	0.002487
569	0.74761	0.95811	0.0023739
570	0.764	0.952	0.00228
571	0.78032	0.9456	0.0022011
572	0.79662	0.93876	0.002131
573	0.81275	0.93153	0.0020694
574	0.82859	0.92393	0.0020159
575	0.844	0.916	0.00197
576	0.85908	0.90764	0.0019328
577	0.87392	0.89876	0.0019026
578	0.88842	0.88947	0.001875
579	0.90248	0.87985	0.0018456
580	0.916	0.87	0.00181
581	0.92918	0.85983	0.0017654
582	0.94214	0.84925	0.0017137
583	0.9546	0.83836	0.0016573
584	0.96631	0.82724	0.0015986
585	0.977	0.816	0.00154
586	0.9868	0.80458	0.001476
587	0.99601	0.79292	0.0014049
588	1.0046	0.78106	0.0013348
589	1.0126	0.76907	0.0012738
590	1.02	0.757	0.00123
591	1.0272	0.74483	0.0012024
592	1.0342	0.73252	0.0011818
593	1.0407	0.72009	0.0011641
594	1.0461	0.70758	0.0011448
595	1.05	0.695	0.00112
596	1.053	0.68233	0.0010859
597	1.0557	0.66955	0.0010441
598	1.0579	0.6567	0.00099798
599	1.0594	0.64383	0.0009508
600	1.06	0.631	0.000906
601	1.0588	0.6182	0.00086439
602	1.0557	0.6054	0.00082372
603	1.0511	0.5926	0.00078276
604	1.0457	0.5798	0.00074027
605	1.04	0.567	0.000695
606	1.0331	0.55415	0.00064223
607	1.0243	0.54125	0.00058252
608	1.014	0.52838	0.0005226
609	1.0031	0.5156	0.00046918
610	0.992	0.503	0.000429
611	0.9808	0.49061	0.00039995
612	0.96896	0.47839	0.00037501
613	0.95642	0.46626	0.00035349
614	0.94312	0.45415	0.00033472
615	0.929	0.442	0.000318
616	0.91375	0.42978	0.00030381
617	0.89725	0.41755	0.00029204
618	0.87979	0.40533	0.00028117
619	0.86161	0.39314	0.00026966
620	0.843	0.381	0.000256
621	0.82365	0.36887	0.00023832
622	0.80332	0.35673	0.00021729
623	0.78237	0.34465	0.00019521
624	0.76115	0.33272	0.00017435
625	0.74	0.321	0.000157
626	0.71873	0.30941	0.00014258
627	0.69709	0.29791	0.00012917
628	0.6754	0.28659	0.00011704
629	0.65393	0.27559	0.00010646
630	0.633	0.265	9.77e-05
631	0.61261	0.25482	9.0444e-05
632	0.59255	0.24496	8.4084e-05
633	0.57279	0.23538	7.8473e-05
634	0.55328	0.22607	7.3461e-05
635	0.534	0.217	6.89e-05
636	0.51491	0.20816	6.4776e-05
637	0.49603	0.19954	6.1082e-05
638	0.4774	0.19115	5.7681e-05
639	0.45904	0.18297	5.4433e-05
640	0.441	0.175	5.12e-05
641	0.4232	0.1672	4.7951e-05
642	0.40561	0.15955	4.477e-05
643	0.38831	0.15211	4.1693e-05
644	0.37141	0.14491	3.8758e-05
645	0.355	0.138	3.6e-05
646	0.33899	0.13135	3.3361e-05
647	0.3233	0.1249	3.0799e-05
648	0.30801	0.11869	2.8377e-05
649	0.29322	0.11271	2.6157e-05
650	0.279	0.107	2.42e-05
651	0.26531	0.10153	2.2476e-05
652	0.25203	0.096268	2.0901e-05
653	0.23921	0.09121	1.9458e-05
654	0.22685	0.086354	1.813e-05
655	0.215	0.0817	1.69e-05
656	0.2036	0.077224	1.5757e-05
657	0.19261	0.072909	1.4697e-05
658	0.18201	0.068762	1.3707e-05
659	0.17181	0.06479	1.2779e-05
660	0.162	0.061	1.19e-05
661	0.15246	0.05735	1.1059e-05
662	0.14316	0.05382	1.0254e-05
663	0.13423	0.050444	9.4957e-06
664	0.1258	0.047259	8.7914e-06
665	0.118	0.0443	8.15e-06
666	0.11074	0.041529	7.5603e-06
667	0.10387	0.038896	7.0076e-06
668	0.097399	0.036417	6.4947e-06
669	0.091367	0.034113	6.0245e-06
670	0.0858	0.032	5.6e-06
671	0.080659	0.030065	5.2155e-06
672	0.07586	0.028268	4.8615e-06
673	0.071362	0.026588	4.5346e-06
674	0.067122	0.025005	4.2319e-06
675	0.0631	0.0235	3.95e-06
676	0.059277	0.022064	3.6868e-06
677	0.055651	0.0207	3.441e-06
678	0.052206	0.019404	3.2107e-06
679	0.048928	0.018172	2.9943e-06
680	0.0458	0.017	2.79e-06
681	0.042786	0.015875	2.5952e-06
682	0.039879	0.014793	2.4094e-06
683	0.03711	0.013763	2.2341e-06
684	0.034507	0.012796	2.0705e-06
685	0.0321	0.0119	1.92e-06
686	0.029853	0.011062	1.7801e-06
687	0.02772	0.010267	1.648e-06
688	0.025722	0.0095208	1.5249e-06
689	0.023876	0.0088327	1.4119e-06
690	0.0222	0.00821	1.31e-06
691	0.020671	0.0076437	1.2177e-06
692	0.01925	0.0071185	1.1325e-06
693	0.017933	0.0066324	1.0539e-06
694	0.016718	0.0061836	9.8152e-07
695	0.0156	0.00577	9.15e-07
696	0.014566	0.0053865	8.5342e-07
697	0.013603	0.0050287	7.9605e-07
698	0.012707	0.0046956	7.4277e-07
699	0.011874	0.0043864	6.9346e-07
700	0.0111	0.0041	6.48e-07
701	0.010377	0.0038335	6.0587e-07
702	0.0096983	0.0035839	5.6655e-07
703	0.0090631	0.0033506	5.2989e-07
704	0.0084705	0.0031328	4.9575e-07
705	0.00792	0.00293	4.64e-07
706	0.007406	0.0027401	4.3431e-07
707	0.006923	0.0025613	4.0642e-07
708	0.0064699	0.0023936	3.8028e-07
709	0.0060459	0.0022365	3.5582e-07
710	0.00565	0.00209	3.33e-07
711	0.0052776	0.0019522	3.1156e-07
712	0.0049255	0.0018219	2.9131e-07
713	0.0045945	0.0016995	2.7228e-07
714	0.0042857	0.0015854	2.545e-07
715	0.004	0.00148	2.38e-07
716	0.0037344	0.0013822	2.2258e-07
717	0.0034849	0.0012906	2.0805e-07
718	0.0032512	0.0012048	1.9443e-07
719	0.003033	0.0011247	1.8174e-07
720	0.00283	0.00105	1.7e-07
721	0.0026396	0.00097988	1.591e-07
722	0.00246	0.00091371	1.4888e-07
723	0.0022916	0.00085159	1.3931e-07
724	0.0021348	0.00079365	1.3036e-07
725	0.00199	0.00074	1.22e-07
726	0.0018558	0.00069009	1.1414e-07
727	0.0017303	0.00064322	1.0673e-07
728	0.0016128	0.00059931	9.9758e-08
729	0.0015029	0.00055827	9.3217e-08
730	0.0014	0.00052	8.71e-08
731	0.001303	0.00048404	8.134e-08
732	0.0012111	0.00045007	7.5885e-08
733	0.0011247	0.00041817	7.0749e-08
734	0.0010442	0.00038845	6.5949e-08
735	0.00097	0.000361	6.15e-08
736	0.00090104	0.00033545	5.7347e-08
737	0.00083618	0.00031141	5.3431e-08
738	0.00077561	0.00028895	4.9762e-08
739	0.0007195	0.00026812	4.6348e-08
740	0.000668	0.000249	4.32e-08
741	0.00062038	0.0002313	4.0274e-08
742	0.0005758	0.00021471	3.7526e-08
743	0.00053434	0.00019928	3.4961e-08
744	0.00049605	0.00018503	3.2584e-08
745	0.000461	0.000172	3.04e-08
746	0.00042868	0.00015999	2.838e-08
747	0.00039853	0.0001488	2.6492e-08
748	0.00037054	0.00013841	2.4734e-08
749	0.0003447	0.00012881	2.3104e-08
750	0.000321	0.00012	2.16e-08
751	0.00029912	0.00011186	2.0205e-08
752	0.00027874	0.00010426	1.8899e-08
753	0.00025979	9.7197e-05	1.7682e-08
754	0.00024223	9.0649e-05	1.6549e-08
755	0.000226	8.46e-05	1.55e-08
756	0.00021092	7.8983e-05	1.4523e-08
757	0.00019682	7.3731e-05	1.3607e-08
758	0.00018366	6.8827e-05	1.2749e-08
759	0.0001714	6.4256e-05	1.1948e-08
760	0.00016	6e-05	1.12e-08
761	0.00014934	5.6009e-05	1.0498e-08
762	0.00013931	5.2247e-05	9.8368e-09
763	0.00012991	4.872e-05	9.2152e-09
764	0.00012114	4.5436e-05	8.633e-09
765	0.000113	4.24e-05	8.09e-09
766	0.00010539	3.9578e-05	7.5803e-09
767	9.822e-05	3.6928e-05	7.0987e-09
768	9.1504e-05	3.445e-05	6.646e-09
769	8.5259e-05	3.2142e-05	6.2228e-09
770	7.95e-05	3e-05	5.83e-09
771	7.4161e-05	2.8e-05	5.4634e-09
772	6.916e-05	2.6118e-05	5.1184e-09
773	6.4488e-05	2.4357e-05	4.7947e-09
774	6.0138e-05	2.2717e-05	4.492e-09
775	5.61e-05	2.12e-05	4.21e-09
776	5.2325e-05	1.9789e-05	3.9459e-09
777	4.8771e-05	1.8464e-05	3.697e-09
778	4.5445e-05	1.7225e-05	3.4632e-09
779	4.2353e-05	1.6071e-05	3.2442e-09
780	3.95e-05	1.5e-05	3.04e-09
