400	60.782
405	60.782
410	60.782
415	60.782
420	60.782
425	60.782
430	60.782
435	60.782
440	60.782
445	60.782
450	60.782
455	60.782
460	60.782
465	60.782
470	60.782
475	60.782
480	60.782
485	60.782
490	60.782
495	60.782
500	60.782
505	60.782
510	60.782
515	60.782
520	60.782
525	60.782
530	60.782
535	60.782
540	60.782
545	60.782
550	60.782
555	60.782
560	60.782
565	60.782
570	60.782
575	60.782
580	60.782
585	60.782
590	60.782
595	60.782
600	60.782
605	60.782
610	60.782
615	60.782
620	60.782
625	60.782
630	60.782
635	60.782
640	60.782
645	60.782
650	60.782
655	60.782
660	60.782
665	60.782
670	60.782
675	60.782
680	60.782
685	60.782
690	60.782
695	60.782
700	60.782
705	60.782
710	60.782
715	60.782
720	60.782
725	60.782
730	60.782
735	60.782
740	60.782
745	60.782
750	60.782
755	60.782
760	60.782
765	60.782
770	60.782
775	60.782
780	60.782
