380	0.0000195
381	0.0000162
382	0.0000213
383	0.000042
384	0.0000481
385	0.0000581
386	0.0000629
387	0.0000794
388	0.0000987
389	0.000119
390	0.000141
391	0.000163
392	0.000192
393	0.000215
394	0.000242
395	0.000285
396	0.000312
397	0.000355
398	0.000422
399	0.00048
400	0.000539
401	0.000607
402	0.000676
403	0.000723
404	0.000798
405	0.000869
406	0.000949
407	0.00105
408	0.00113
409	0.00121
410	0.00129
411	0.00134
412	0.0014
413	0.00145
414	0.00151
415	0.00158
416	0.00163
417	0.00171
418	0.00178
419	0.00186
420	0.00191
421	0.00196
422	0.00201
423	0.00205
424	0.00209
425	0.00214
426	0.00218
427	0.00221
428	0.00226
429	0.00232
430	0.00236
431	0.00241
432	0.00245
433	0.00248
434	0.00251
435	0.00252
436	0.00256
437	0.00259
438	0.00262
439	0.00265
440	0.00268
441	0.00272
442	0.00277
443	0.00282
444	0.00286
445	0.00291
446	0.00295
447	0.00299
448	0.00302
449	0.00305
450	0.00309
451	0.00312
452	0.00315
453	0.00318
454	0.00323
455	0.00328
456	0.00334
457	0.0034
458	0.00344
459	0.00349
460	0.00354
461	0.00357
462	0.00361
463	0.00364
464	0.00368
465	0.00372
466	0.00374
467	0.00378
468	0.00382
469	0.00384
470	0.0039
471	0.00394
472	0.00399
473	0.00403
474	0.00407
475	0.00411
476	0.00415
477	0.00419
478	0.00422
479	0.00425
480	0.00428
481	0.00432
482	0.00435
483	0.00438
484	0.00442
485	0.00446
486	0.0045
487	0.00454
488	0.0046
489	0.00464
490	0.00468
491	0.00473
492	0.00475
493	0.00479
494	0.00483
495	0.00487
496	0.0049
497	0.00494
498	0.00498
499	0.00502
500	0.00507
501	0.00511
502	0.00516
503	0.0052
504	0.00525
505	0.00529
506	0.00534
507	0.00538
508	0.00542
509	0.00547
510	0.00551
511	0.00554
512	0.00558
513	0.00562
514	0.00566
515	0.0057
516	0.00573
517	0.00578
518	0.0058
519	0.00585
520	0.00589
521	0.00592
522	0.00594
523	0.00599
524	0.00603
525	0.00606
526	0.00609
527	0.00613
528	0.00615
529	0.00619
530	0.00624
531	0.00628
532	0.00631
533	0.00634
534	0.00639
535	0.00642
536	0.00644
537	0.00645
538	0.0065
539	0.00651
540	0.00653
541	0.00655
542	0.00655
543	0.00656
544	0.00659
545	0.00662
546	0.00664
547	0.00666
548	0.00669
549	0.00672
550	0.00676
551	0.0068
552	0.00684
553	0.00688
554	0.00691
555	0.00695
556	0.00698
557	0.00703
558	0.00707
559	0.0071
560	0.00714
561	0.00717
562	0.0072
563	0.00723
564	0.00727
565	0.00729
566	0.00732
567	0.00736
568	0.00738
569	0.0074
570	0.00742
571	0.00745
572	0.00748
573	0.0075
574	0.00753
575	0.00755
576	0.00759
577	0.00761
578	0.00763
579	0.00767
580	0.00768
581	0.00772
582	0.00775
583	0.00777
584	0.00779
585	0.00781
586	0.00784
587	0.00789
588	0.00791
589	0.00795
590	0.00797
591	0.00798
592	0.008
593	0.008
594	0.00802
595	0.00804
596	0.00805
597	0.00807
598	0.0081
599	0.00811
600	0.00812
601	0.00813
602	0.00815
603	0.00817
604	0.00817
605	0.00818
606	0.0082
607	0.00821
608	0.00822
609	0.00823
610	0.00823
611	0.00824
612	0.00824
613	0.00826
614	0.00827
615	0.00828
616	0.00829
617	0.00829
618	0.0083
619	0.00831
620	0.00831
621	0.00832
622	0.00833
623	0.00833
624	0.00834
625	0.00836
626	0.00836
627	0.00837
628	0.00836
629	0.00836
630	0.00836
631	0.00838
632	0.00838
633	0.00837
634	0.00838
635	0.00838
636	0.00839
637	0.00838
638	0.00838
639	0.00837
640	0.00837
641	0.00837
642	0.00835
643	0.00835
644	0.00834
645	0.00832
646	0.00832
647	0.00832
648	0.0083
649	0.0083
650	0.0083
651	0.00825
652	0.00825
653	0.00823
654	0.0082
655	0.00817
656	0.00815
657	0.00812
658	0.0081
659	0.00809
660	0.00806
661	0.00803
662	0.00802
663	0.00799
664	0.00796
665	0.00792
666	0.00788
667	0.00786
668	0.00782
669	0.00778
670	0.00773
671	0.00769
672	0.00765
673	0.00762
674	0.00758
675	0.00752
676	0.00747
677	0.00742
678	0.00735
679	0.00731
680	0.00724
681	0.00719
682	0.00712
683	0.00706
684	0.00699
685	0.00692
686	0.00685
687	0.00678
688	0.0067
689	0.00663
690	0.00654
691	0.00646
692	0.0064
693	0.00631
694	0.00623
695	0.00614
696	0.00605
697	0.00598
698	0.0059
699	0.00578
700	0.0057
701	0.00562
702	0.00554
703	0.00545
704	0.00536
705	0.00527
706	0.00518
707	0.0051
708	0.00502
709	0.00493
710	0.00486
711	0.00478
712	0.0047
713	0.00462
714	0.00454
715	0.00447
716	0.00439
717	0.00431
718	0.00424
719	0.00415
720	0.00408
721	0.00401
722	0.00394
723	0.00386
724	0.00379
725	0.00371
726	0.00366
727	0.00359
728	0.00352
729	0.00346
730	0.0034
731	0.00335
732	0.00328
733	0.00321
734	0.00315
735	0.00308
736	0.00303
737	0.00298
738	0.00291
739	0.00286
740	0.00281
741	0.00274
742	0.00268
743	0.00262
744	0.00258
745	0.00252
746	0.00245
747	0.0024
748	0.00236
749	0.00231
750	0.00226
751	0.00221
752	0.00214
753	0.00209
754	0.00203
755	0.002
756	0.00194
757	0.00189
758	0.00183
759	0.00179
760	0.00174
761	0.0017
762	0.00164
763	0.0016
764	0.00155
765	0.0015
766	0.00147
767	0.00143
768	0.00139
769	0.00137
770	0.00132
771	0.00126
772	0.00124
773	0.00122
774	0.0012
775	0.00117
776	0.00117
777	0.00111
778	0.00107
779	0.00107
780	0.00111
